[10/25/2019 01:03:23 PM][ DEBUG   ] Starting communication instance.
[10/25/2019 01:08:53 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 14ms. last executed time: 315118
[10/25/2019 01:08:53 PM][ VERBOSE ] BackgroundThread: current time = 315118, sleep time = 600
[10/25/2019 01:08:54 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:08:54 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:08:54 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 15ms. last executed time: 315733
[10/25/2019 01:08:54 PM][ VERBOSE ] BackgroundThread: current time = 315733, sleep time = 600
[10/25/2019 01:08:54 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:08:54 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:08:54 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 13ms. last executed time: 316346
[10/25/2019 01:08:54 PM][ VERBOSE ] BackgroundThread: current time = 316346, sleep time = 600
[10/25/2019 01:08:55 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:08:55 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:08:55 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 14ms. last executed time: 316960
[10/25/2019 01:08:55 PM][ VERBOSE ] BackgroundThread: current time = 316960, sleep time = 600
[10/25/2019 01:08:55 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:08:55 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:08:55 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 13ms. last executed time: 317573
[10/25/2019 01:08:55 PM][ VERBOSE ] BackgroundThread: current time = 317573, sleep time = 600
[10/25/2019 01:08:56 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:08:56 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:08:56 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 16ms. last executed time: 318189
[10/25/2019 01:08:56 PM][ VERBOSE ] BackgroundThread: current time = 318189, sleep time = 600
[10/25/2019 01:08:57 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:08:57 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:08:57 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 15ms. last executed time: 318804
[10/25/2019 01:08:57 PM][ VERBOSE ] BackgroundThread: current time = 318804, sleep time = 600
[10/25/2019 01:08:57 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:08:57 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:08:57 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 15ms. last executed time: 319419
[10/25/2019 01:08:57 PM][ VERBOSE ] BackgroundThread: current time = 319419, sleep time = 600
[10/25/2019 01:08:58 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:08:58 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:08:58 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 12ms. last executed time: 320031
[10/25/2019 01:08:58 PM][ VERBOSE ] BackgroundThread: current time = 320031, sleep time = 0
[10/25/2019 01:08:58 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC13C5CB0 execution time: 0ms. last executed time: 320031
[10/25/2019 01:08:58 PM][ VERBOSE ] BackgroundThread: current time = 320031, sleep time = 600
[10/25/2019 01:08:59 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:08:59 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:08:59 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 19ms. last executed time: 320650
[10/25/2019 01:08:59 PM][ VERBOSE ] BackgroundThread: current time = 320650, sleep time = 600
[10/25/2019 01:08:59 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:08:59 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:08:59 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 12ms. last executed time: 321262
[10/25/2019 01:08:59 PM][ VERBOSE ] BackgroundThread: current time = 321262, sleep time = 600
[10/25/2019 01:09:00 PM][ VERBOSE ] TTLProc: scanning for timed-out clients.
[10/25/2019 01:09:00 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:00 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:00 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 13ms. last executed time: 321875
[10/25/2019 01:09:00 PM][ VERBOSE ] BackgroundThread: current time = 321875, sleep time = 600
[10/25/2019 01:09:01 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:01 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:01 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 12ms. last executed time: 322487
[10/25/2019 01:09:01 PM][ VERBOSE ] BackgroundThread: current time = 322487, sleep time = 600
[10/25/2019 01:09:01 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:01 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:01 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 13ms. last executed time: 323100
[10/25/2019 01:09:01 PM][ VERBOSE ] BackgroundThread: current time = 323100, sleep time = 600
[10/25/2019 01:09:02 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:02 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:02 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 13ms. last executed time: 323713
[10/25/2019 01:09:02 PM][ VERBOSE ] BackgroundThread: current time = 323713, sleep time = 600
[10/25/2019 01:09:02 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:02 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:02 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 13ms. last executed time: 324326
[10/25/2019 01:09:02 PM][ VERBOSE ] BackgroundThread: current time = 324326, sleep time = 600
[10/25/2019 01:09:03 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:03 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:03 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 13ms. last executed time: 324939
[10/25/2019 01:09:03 PM][ VERBOSE ] BackgroundThread: current time = 324939, sleep time = 600
[10/25/2019 01:09:04 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:04 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:04 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 14ms. last executed time: 325553
[10/25/2019 01:09:04 PM][ VERBOSE ] BackgroundThread: current time = 325553, sleep time = 600
[10/25/2019 01:09:04 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:04 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:04 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 14ms. last executed time: 326167
[10/25/2019 01:09:04 PM][ VERBOSE ] BackgroundThread: current time = 326167, sleep time = 600
[10/25/2019 01:09:05 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:05 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:05 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 13ms. last executed time: 326780
[10/25/2019 01:09:05 PM][ VERBOSE ] BackgroundThread: current time = 326780, sleep time = 600
[10/25/2019 01:09:06 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:06 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:06 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 13ms. last executed time: 327393
[10/25/2019 01:09:06 PM][ VERBOSE ] BackgroundThread: current time = 327393, sleep time = 600
[10/25/2019 01:09:06 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:06 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:06 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 13ms. last executed time: 328006
[10/25/2019 01:09:06 PM][ VERBOSE ] BackgroundThread: current time = 328006, sleep time = 600
[10/25/2019 01:09:07 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:07 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:07 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 15ms. last executed time: 328621
[10/25/2019 01:09:07 PM][ VERBOSE ] BackgroundThread: current time = 328621, sleep time = 600
[10/25/2019 01:09:07 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:08 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:08 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 15ms. last executed time: 329236
[10/25/2019 01:09:08 PM][ VERBOSE ] BackgroundThread: current time = 329236, sleep time = 600
[10/25/2019 01:09:08 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:08 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:08 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 13ms. last executed time: 329849
[10/25/2019 01:09:08 PM][ VERBOSE ] BackgroundThread: current time = 329849, sleep time = 182
[10/25/2019 01:09:08 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC13C5CB0 execution time: 0ms. last executed time: 330031
[10/25/2019 01:09:08 PM][ VERBOSE ] BackgroundThread: current time = 330031, sleep time = 418
[10/25/2019 01:09:09 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:09 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:09 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 15ms. last executed time: 330464
[10/25/2019 01:09:09 PM][ VERBOSE ] BackgroundThread: current time = 330464, sleep time = 600
[10/25/2019 01:09:09 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:09 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:09 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 15ms. last executed time: 331079
[10/25/2019 01:09:09 PM][ VERBOSE ] BackgroundThread: current time = 331079, sleep time = 600
[10/25/2019 01:09:10 PM][ VERBOSE ] TTLProc: scanning for timed-out clients.
[10/25/2019 01:09:10 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:10 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:10 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 15ms. last executed time: 331694
[10/25/2019 01:09:10 PM][ VERBOSE ] BackgroundThread: current time = 331694, sleep time = 600
[10/25/2019 01:09:11 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:11 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:11 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 12ms. last executed time: 332306
[10/25/2019 01:09:11 PM][ VERBOSE ] BackgroundThread: current time = 332306, sleep time = 600
[10/25/2019 01:09:11 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:11 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:11 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 12ms. last executed time: 332918
[10/25/2019 01:09:11 PM][ VERBOSE ] BackgroundThread: current time = 332918, sleep time = 600
[10/25/2019 01:09:12 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:12 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:12 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 12ms. last executed time: 333530
[10/25/2019 01:09:12 PM][ VERBOSE ] BackgroundThread: current time = 333530, sleep time = 600
[10/25/2019 01:09:13 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:13 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:13 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 12ms. last executed time: 334142
[10/25/2019 01:09:13 PM][ VERBOSE ] BackgroundThread: current time = 334142, sleep time = 600
[10/25/2019 01:09:13 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:13 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:13 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 13ms. last executed time: 334755
[10/25/2019 01:09:13 PM][ VERBOSE ] BackgroundThread: current time = 334755, sleep time = 600
[10/25/2019 01:09:14 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:14 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:14 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 15ms. last executed time: 335370
[10/25/2019 01:09:14 PM][ VERBOSE ] BackgroundThread: current time = 335370, sleep time = 600
[10/25/2019 01:09:14 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:14 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:14 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 15ms. last executed time: 335985
[10/25/2019 01:09:15 PM][ VERBOSE ] BackgroundThread: current time = 335985, sleep time = 600
[10/25/2019 01:09:15 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:15 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:15 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 15ms. last executed time: 336600
[10/25/2019 01:09:15 PM][ VERBOSE ] BackgroundThread: current time = 336600, sleep time = 600
[10/25/2019 01:09:16 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:16 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:16 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 13ms. last executed time: 337213
[10/25/2019 01:09:16 PM][ VERBOSE ] BackgroundThread: current time = 337213, sleep time = 600
[10/25/2019 01:09:16 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:16 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:16 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 13ms. last executed time: 337826
[10/25/2019 01:09:16 PM][ VERBOSE ] BackgroundThread: current time = 337826, sleep time = 600
[10/25/2019 01:09:17 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:17 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:17 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 12ms. last executed time: 338438
[10/25/2019 01:09:17 PM][ VERBOSE ] BackgroundThread: current time = 338438, sleep time = 600
[10/25/2019 01:09:18 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:18 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:18 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 13ms. last executed time: 339051
[10/25/2019 01:09:18 PM][ VERBOSE ] BackgroundThread: current time = 339051, sleep time = 600
[10/25/2019 01:09:18 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:18 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:18 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 12ms. last executed time: 339663
[10/25/2019 01:09:18 PM][ VERBOSE ] BackgroundThread: current time = 339663, sleep time = 368
[10/25/2019 01:09:19 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC13C5CB0 execution time: 0ms. last executed time: 340031
[10/25/2019 01:09:19 PM][ VERBOSE ] BackgroundThread: current time = 340031, sleep time = 232
[10/25/2019 01:09:19 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:19 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:19 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 13ms. last executed time: 340276
[10/25/2019 01:09:19 PM][ VERBOSE ] BackgroundThread: current time = 340276, sleep time = 600
[10/25/2019 01:09:20 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:20 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:20 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 15ms. last executed time: 340891
[10/25/2019 01:09:20 PM][ VERBOSE ] BackgroundThread: current time = 340891, sleep time = 600
[10/25/2019 01:09:20 PM][ VERBOSE ] TTLProc: scanning for timed-out clients.
[10/25/2019 01:09:20 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:20 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:20 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 12ms. last executed time: 341503
[10/25/2019 01:09:20 PM][ VERBOSE ] BackgroundThread: current time = 341503, sleep time = 600
[10/25/2019 01:09:21 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:21 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:21 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 12ms. last executed time: 342115
[10/25/2019 01:09:21 PM][ VERBOSE ] BackgroundThread: current time = 342115, sleep time = 600
[10/25/2019 01:09:21 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:21 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:21 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 13ms. last executed time: 342728
[10/25/2019 01:09:21 PM][ VERBOSE ] BackgroundThread: current time = 342728, sleep time = 600
[10/25/2019 01:09:22 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:22 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:22 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 15ms. last executed time: 343343
[10/25/2019 01:09:22 PM][ VERBOSE ] BackgroundThread: current time = 343343, sleep time = 600
[10/25/2019 01:09:23 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:23 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:23 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 14ms. last executed time: 343957
[10/25/2019 01:09:23 PM][ VERBOSE ] BackgroundThread: current time = 343957, sleep time = 600
[10/25/2019 01:09:23 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:23 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:23 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 13ms. last executed time: 344570
[10/25/2019 01:09:23 PM][ VERBOSE ] BackgroundThread: current time = 344570, sleep time = 600
[10/25/2019 01:09:24 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:24 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:24 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 13ms. last executed time: 345183
[10/25/2019 01:09:24 PM][ VERBOSE ] BackgroundThread: current time = 345183, sleep time = 600
[10/25/2019 01:09:25 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:25 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:25 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 13ms. last executed time: 345796
[10/25/2019 01:09:25 PM][ VERBOSE ] BackgroundThread: current time = 345796, sleep time = 600
[10/25/2019 01:09:25 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:25 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:25 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 15ms. last executed time: 346411
[10/25/2019 01:09:25 PM][ VERBOSE ] BackgroundThread: current time = 346411, sleep time = 600
[10/25/2019 01:09:26 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:26 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:26 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 15ms. last executed time: 347026
[10/25/2019 01:09:26 PM][ VERBOSE ] BackgroundThread: current time = 347026, sleep time = 600
[10/25/2019 01:09:27 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:27 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:27 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 14ms. last executed time: 347640
[10/25/2019 01:09:27 PM][ VERBOSE ] BackgroundThread: current time = 347640, sleep time = 600
[10/25/2019 01:09:27 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:27 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:27 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 13ms. last executed time: 348253
[10/25/2019 01:09:27 PM][ VERBOSE ] BackgroundThread: current time = 348253, sleep time = 600
[10/25/2019 01:09:28 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:28 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:28 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 12ms. last executed time: 348865
[10/25/2019 01:09:28 PM][ VERBOSE ] BackgroundThread: current time = 348865, sleep time = 600
[10/25/2019 01:09:28 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:28 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:28 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 13ms. last executed time: 349478
[10/25/2019 01:09:28 PM][ VERBOSE ] BackgroundThread: current time = 349478, sleep time = 553
[10/25/2019 01:09:29 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC13C5CB0 execution time: 0ms. last executed time: 350031
[10/25/2019 01:09:29 PM][ VERBOSE ] BackgroundThread: current time = 350031, sleep time = 47
[10/25/2019 01:09:29 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:29 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:29 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 13ms. last executed time: 350091
[10/25/2019 01:09:29 PM][ VERBOSE ] BackgroundThread: current time = 350091, sleep time = 600
[10/25/2019 01:09:30 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:30 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:30 PM][ VERBOSE ] TTLProc: scanning for timed-out clients.
[10/25/2019 01:09:30 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 14ms. last executed time: 350705
[10/25/2019 01:09:30 PM][ VERBOSE ] BackgroundThread: current time = 350705, sleep time = 600
[10/25/2019 01:09:30 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:30 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:30 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 20ms. last executed time: 351325
[10/25/2019 01:09:30 PM][ VERBOSE ] BackgroundThread: current time = 351325, sleep time = 600
[10/25/2019 01:09:31 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:31 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:31 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 12ms. last executed time: 351937
[10/25/2019 01:09:31 PM][ VERBOSE ] BackgroundThread: current time = 351937, sleep time = 600
[10/25/2019 01:09:32 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:32 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
